openalex_id,doi,title,publication_year,publication_date,journal_or_venue,authors,cited_by_count,is_oa,oa_url,search_type,abstract
https://openalex.org/W2772746175,https://doi.org/10.1098/rspb.2017.2223,Condition-dependent female preference for male genitalia length is based on male reproductive tactics,2017,2017-12-06,Proceedings of the Royal Society B Biological Sciences,Armando Hernandez-Jimenez; Oscar Ríos-Cárdenas,10,True,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2017.2223,boolean_search,"There is extensive morphological variation of male genitalia across animals with internal fertilization, even among closely related species. Most studies attempting to explain this extraordinary diversity have focused on processes that occur post-copula (e.g. sperm competition, cryptic female choice). Only a few studies have focused on the pre-copula process of female preference. In addition, the extent to which this variation could be associated with the use of different reproductive tactics has yet to be explored. Here, we show that female preference for male genitalia length in two livebearing fishes depends on the type of reproductive tactic of the males being evaluated as well as the body condition of the female. In a species where all males coax females to acquire matings (courters), females preferred males with short genitalia. In a species with genetically influenced alternative reproductive tactics (courter males that only court and produce courter sons, sneaker males that use the coercive tactic of sneak chase and produce sneaker sons), female preference depended on an interaction between male tactic and female condition: females in good condition preferred courter males with short genitalia, and sneaker males with long genitalia. Our results suggest that female preference for male traits favourable to their sons may be an important factor contributing to the diversification of male genitalia. Despite the contrasting selection for genitalia length that our female preference tests suggest, we found no significant differences in genitalia length between coaxing (courters) and coercive (sneakers) males. Our study represents a starting point to more clearly understand the role of alternative reproductive tactics and variation in female mate preference in the evolution of male genitalia."
https://openalex.org/W2907887931,https://doi.org/10.1002/jmor.20930,"Genital morphology associated with mating strategy in the polymorphic lizard, Uta stansburiana",2018,2018-12-28,Journal of Morphology,Casey Gilman; Ammon Corl; Barry Sinervo; Duncan J. Irschick,12,False,,boolean_search,"Sexual selection can lead to rapid evolution of sexual traits and striking morphological diversity across taxa. In populations where competition for mates is intense, males sometimes evolve distinct behavioral strategies along with morphological differences that help them secure mating opportunities. Strong postcopulatory selection and differential resource allocation across male strategy type can result in strategy-specific differences in sexual traits, such as sperm morphology, ejaculate components, and testis size. Some polymorphic species also have strategy-specific genital morphology. Thus far, among vertebrates, this has only been observed in fish. Here, we present the first morphological description of the intromittant copulatory organ, the hemipenis, of the three mating types of the side-blotched lizard, Uta stansburiana, from a population that exhibits alternative mating strategies. We found that the isometrically scaling hemipenis was shortest in the nonterritorial (yellow) morph that sneaks copulations with other males' mates. Although the hemipenes were generally the same shape across morphs, the usurping territorial (orange) morph had a significantly wider apical horn than the nonterritorial sneaker morph. Sneaker males also had smaller relative body masses than both the mate-guarding (blue) morph and the usurper morph, and shorter tibia than the usurper morph. This study using a small sample of males suggests that strong sexual selection may drive genital trait differentiation across morphs within populations of terrestrial vertebrates."
https://openalex.org/W4362634782,https://doi.org/10.25225/jvb.22069,Male position in a sexual network reflects mating role and body size,2023,2023-04-05,Journal of Vertebrate Biology,Carl Smith; Rowena Spence; Richard I. Bailey; Martin Reichard,4,True,https://bioone.org/journals/journal-of-vertebrate-biology/volume-72/issue-22069/jvb.22069/Male-position-in-a-sexual-network-reflects-mating-role-and/10.25225/jvb.22069.pdf,boolean_search,"Several species are characterised by male mating polymorphisms, which are often associated with sperm competition for which some phenotypes show specialisation. With high-resolution behavioural data, we used network analysis to quantify sperm competition intensity; the probability of overlap of the ejaculates of different males among competing male European bitterling (Rhodeus amarus) in a large experimental mesocosm. Implementing Bayesian inference with informative priors, we modelled sperm competition intensity among males adopting two alternative mating roles to understand how sperm competition intensity varied between roles as a function of body size. We demonstrated that larger males performing a “guarder” role experienced lower sperm competition intensity than smaller males. In contrast, for “sneaker males”, larger males experienced greater sperm competition intensity. We discuss these findings in the context of mating system evolution and the reproductive biology of bitterling."
https://openalex.org/W2891162765,https://doi.org/10.1016/j.zool.2018.08.002,A mating plug in a squid? Sneaker spermatophores can block the female sperm-storage organ in Doryteuthis plei,2018,2018-09-08,Zoology,Luiza de Oliveira Saad; Thomas Schwaha; Stephan Handschuh; Andreas Wanninger; José Eduardo Amoroso Rodriguez Marian,7,False,,boolean_search,
https://openalex.org/W2972140570,https://doi.org/10.3389/fphys.2019.01180,Behavior of “Intermediate” Males of the Dimorphic Squid Doryteuthis pleii Supports an Ontogenetic Expression of Alternative Phenotypes,2019,2019-09-13,Frontiers in Physiology,Lígia H. Apostólico; José Eduardo Amoroso Rodriguez Marian,16,True,https://www.frontiersin.org/articles/10.3389/fphys.2019.01180/pdf,boolean_search,"The expression of alternative reproductive tactics (ARTs) by different-sized males of loliginid squids has been extensively investigated. In loliginids, alternative phenotypes are characterized by differences in behavior, body size, sperm deposition site, and morphology and functioning of ejaculates. Consort males guard females, display agonistic behaviors towards rival males, and mate with females in male-parallel position (MP). Sneaker males avoid fights and instead adopt furtive behaviors to access females guarded by consort males, mating in the head-to-head posture (HH). Recently, reappraisal of preserved material from the loliginid squid Doryteuthis pleii showed that intermediate-sized males (so-called “intermediate” males) had both sneaker- and consort- like ejaculates, leading to the hypothesis of them being a transitional stage between both phenotypes. Here, we describe observations made in captivity showing that intermediate males can display agonistic behaviors towards consort males and mate with females in both mating positions, depending on the male’s current reproductive context, i.e., generally in HH, but switching to MP when the female is laying eggs. Such unusual findings of intermediate males simultaneously displaying behaviors of both sneaker and consort males comprise additional evidence corroborating the ontogenetic hypothesis for phenotypic expression of ARTs in this species. Taken together, our results indicate that (1) instead of competing with large consort males for female access and monopolization, small/young males adopt sneaker tactics to obtain mating opportunities, and (2) as they continue to grow, they gradually modify the morphology of their ejaculates and their mating behavior, going through an “intermediate” stage, before becoming large consort males."
https://openalex.org/W2605225341,https://doi.org/10.1111/jeb.13083,The evolution of strategic male mating effort in an information transfer framework,2017,2017-04-05,Journal of Evolutionary Biology,Leif Engqvist; Michael Taborsky,4,False,,boolean_search,"Sperm competition theory predicts that males should use cues indicating the risk and intensity of sperm competition to tailor their sperm investment accordingly. Rival males are an important source of social information regarding sperm competition risk. However, revealing such information may not be in the rival males' interest. Here, we use a theoretical approach based on informed and uninformed games to investigate when information transfer about sperm competition risk to competitors is beneficial for a male, and when it is not. The results show that signalling to potential future mates that a female has already mated is beneficial when the signalling male has a sperm competition disadvantage, whereas it is unfavourable when the signaller has an advantage. The reason for this counterintuitive result is that the rival males' optimal response is to reduce sperm investment when the signaller has a disadvantage and, conversely, to increase investment when the signaller has an advantage. Furthermore, we analysed scenarios where males use alternative reproductive tactics. In this situation, signalling the awareness of sperm competition risk rarely pays; instead, it is beneficial to maintain an information advantage. Thus, it may be beneficial for bourgeois males to accept cuckoldry instead of revealing their sperm competition awareness to reproductive parasites. These results provide new insight into the evolution of communication between rivals in the context of sperm competition."
https://openalex.org/W3004139261,https://doi.org/10.1007/s00265-020-2803-8,Indirect cue of paternity uncertainty does not affect nest site selection or parental care in a Pacific toadfish,2020,2020-01-27,Behavioral Ecology and Sociobiology,Aneesh P. H. Bose; Noah Houpt; Madeline Rawlins; Jessica S. Miller; Francis Juanes; Sigal Balshine,5,False,,boolean_search,
https://openalex.org/W3093569101,https://doi.org/10.1098/rspb.2020.2004,Evidence of sperm removal behaviour in an externally fertilizing species and compensatory behaviour for the risk of self-sperm removal,2020,2020-10-21,Proceedings of the Royal Society B Biological Sciences,Takeshi Takegaki; Ayako Nakanishi; Yosuke Kanatani; Shoma Kawase; Masaaki Yoshida; Noriyosi Sato,12,True,https://nagasaki-u.repo.nii.ac.jp/record/160/files/RSPB287_20202004.pdf,boolean_search,"The removal of rival sperm from a female's sperm storage organ acts as a strong sperm competition avoidance mechanism, which has been reported only in internally fertilizing species and not at all in externally fertilizing species. This study demonstrated for the first time that nest-holding males of Bathygobius fuscus , an externally fertilizing marine fish, remove the sperm of rival sneaker males from the spawning nest by exhibiting tail-fanning behaviour within the nest. Males showed tail-fanning behaviour when semen was artificially injected into the nest but not when seawater was injected, and in open nests this behaviour resulted in higher paternity rates for the focal male. The sperm removal behaviour entails the risk of removing their own sperm; therefore, additional sperm release behaviour is likely necessary to benefit from the sperm removal effect. Consistent with this, males increased post-fanning sperm release behaviour more in the semen than in the seawater injection treatment. Moreover, males who had removed sperm for a longer time spent more time releasing sperm after the removal, suggesting that the additional sperm release behaviour compensated for the loss of their own sperm. These results suggest that sperm removal behaviour is not restricted to internally fertilizing organisms and deserves further investigation in this and other species."
https://openalex.org/W2909842111,https://doi.org/10.1155/2019/5129263,"Kisspeptin Protein in Seminal Plasma Is Positively Associated with Semen Quality: Results from the MARHCS Study in Chongqing, China",2019,2019-01-09,BioMed Research International,Peng Zou; Xiaogang Wang; Qing Chen; Huan Yang; Niya Zhou; Lei Sun; Hongqiang Chen; Jinyi Liu; Lin Ao; Zhihong Cui; Jia Cao,30,True,https://downloads.hindawi.com/journals/bmri/2019/5129263.pdf,boolean_search,"OBJECTIVES: To study the associations between kisspeptin levels in seminal plasma and blood plasma and semen quality. MATERIALS AND METHODS: We conducted a male reproductive health survey in June 2014. A total of 666 volunteers were recruited from colleges in Chongqing, China. All volunteers completed a questionnaire including information on domestic characteristics and some potential confounders. We tested the kisspeptin levels in both blood and seminal plasma. Total seminal kisspeptin was calculated as the concentration of kisspeptin in seminal plasma multiplied by semen volume. Semen samples were tested according to the 2010 World Health Organization's (WHO) guidelines. Spearman correlation and multivariate linear regression were used to explore the association between kisspeptin concentrations in seminal plasma and blood plasma and semen quality. Potential confounders that were adjusted for included age, abstinence time, body mass index (BMI), grade, and smoking. RESULTS: pg/ml versus 448.9 pg/ml). Each interquartile range (IQR) of kisspeptin in seminal plasma was associated with a 4.6% (95% confidence interval [CI]: 1.6%-7.6%) increase in sperm concentration. Each IQR of total kisspeptin was associated with a 7.7% (95% CI: 4.4%-11.0%) increase in total sperm number and a 7.8% (95% CI: 4.0%-11.7%) increase in total motile sperm count. Kisspeptin levels were further classified into quartiles and Q1 was set as the reference level. Subjects in the high total kisspeptin group had 57.5% (95% CI: 33.2%-86.2%) higher total sperm number than the reference group. CONCLUSION: system in male reproductive health. Kisspeptin may be a potential marker of male reproductive health and an alternative strategy for treating infertility."
https://openalex.org/W4387077553,https://doi.org/10.1098/rsbl.2023.0306,Female reproductive fluid and male seminal fluid: a non-gametic conflict for post-mating control,2023,2023-09-01,Biology Letters,Livia Pinzoni; Lisa Locatello; Clelia Gasparini; Maria Berica Rasotto,2,True,https://royalsocietypublishing.org/doi/pdf/10.1098/rsbl.2023.0306,boolean_search,"Growing evidence shows that non-gametic components released by both males and females can significantly drive sperm competition outcomes. Seminal fluid (SF) was shown to influence paternity success by affecting rival males' sperm performance, and, in some species with male alternative reproductive tactics, to selectively decrease the fertilization success of males of the opposite tactic. Female reproductive fluid (FRF) has been proven to differentially influence ejaculates of different males and bias fertilization towards specific partners. Whether, and with what outcome, these two processes can intersect to influence sperm competition is still unknown. Here we explore this scenario in the grass goby ( Zosterisessor ophiocephalus), a fish with territorial–sneaker reproductive tactics, where sneaker males can exploit the territorials’ SF while penalizing territorial sperm performance with their own fluid. To test whether FRF can rebalance the ejaculate competition in favour of territorial males, we used in vitro fertilization with a SF mixture (territorial + sneaker), using increasing concentrations of FRF, to simulate the natural conditions that ejaculates encounter towards the eggs. Our findings revealed a differential effect of FRF on the different tactics' fertilization success, favouring territorial ejaculates, possibly through an attenuation of the detrimental effects of sneaker SF, and enabling females to regain control over the fertilization process."
https://openalex.org/W3083076428,https://doi.org/10.1103/physrevlett.125.100404,Narrowing the Parameter Space of Collapse Models with Ultracold Layered Force Sensors,2020,2020-09-03,Physical Review Letters,Andrea Vinante; Matteo Carlesso; Angelo Bassi; Alessandro Chiasera; Stefano Varas; P. Falferi; B. Margesin; R. Mezzena; Hendrik Ulbricht,87,True,https://arxiv.org/pdf/2002.09782,boolean_search,"Despite the unquestionable empirical success of quantum theory, witnessed by the recent uprising of quantum technologies, the debate on how to reconcile the theory with the macroscopic classical world is still open. Spontaneous collapse models are one of the few testable solutions so far proposed. In particular, the continuous spontaneous localization (CSL) model has become subject of intense experimental research. Experiments looking for the universal force noise predicted by CSL in ultrasensitive mechanical resonators have recently set the strongest unambiguous bounds on CSL. Further improving these experiments by direct reduction of mechanical noise is technically challenging. Here, we implement a recently proposed alternative strategy that aims at enhancing the CSL noise by exploiting a multilayer test mass attached on a high quality factor microcantilever. The test mass is specifically designed to enhance the effect of CSL noise at the characteristic length r_{c}=10^{-7} m. The measurements are in good agreement with pure thermal motion for temperatures down to 100 mK. From the absence of excess noise, we infer a new bound on the collapse rate at the characteristic length r_{c}=10^{-7} m, which improves over previous mechanical experiments by more than 1 order of magnitude. Our results explicitly challenge a well-motivated region of the CSL parameter space proposed by Adler."
https://openalex.org/W4394313937,https://doi.org/10.6084/m9.figshare.19174604.v2,"Supplementary material for: ""Male alternative reproductive tactics and sperm competition: a meta-analysis""",2022,2022-01-01,Figshare,Liam R. Dougherty,0,True,https://doi.org/10.6084/m9.figshare.19174604.v2,boolean_search,"All data files and R code for the publication: Dougherty LR, Skirrow MJ, Jennions MD & Simmons LW (2022) Male alternative reproductive tactics and sperm competition: a meta-analysis"" Biological Reviews. Contains:- Supplementary tables and figures- PRISMA statement - Excel file with three data sets: testes size, sperm quantity, and sperm traits - TRE files for three phylogenetic trees (one for each data set)- txt file with data used to create Figure 2 - R code for all analyses"
https://openalex.org/W4394234078,https://doi.org/10.6084/m9.figshare.19174604,"Supplementary material for: ""Male alternative reproductive tactics and sperm competition: a meta-analysis""",2022,2022-01-01,Figshare,Liam R. Dougherty,0,True,https://doi.org/10.6084/m9.figshare.19174604,boolean_search,"All data files and R code for the publication: Dougherty LR, Skirrow MJ, Jennions MD & Simmons LW (2022) Male alternative reproductive tactics and sperm competition: a meta-analysis"" Biological Reviews. Contains:- Supplementary tables and figures- PRISMA statement - Excel file with three data sets: testes size, sperm quantity, and sperm traits - TRE files for three phylogenetic trees (one for each data set)- txt file with data used to create Figure 2 - R code for all analyses"
https://openalex.org/W4394257551,https://doi.org/10.6084/m9.figshare.19174604.v1,Supplementary material for: Male alternative reproductive tactics and sperm competition: a meta-analysis,2022,2022-01-01,Figshare,Liam R. Dougherty,0,True,https://doi.org/10.6084/m9.figshare.19174604.v1,boolean_search,"All data files and R code for the publication: Dougherty, L. R., Skirrow, M. J., Jennions, M. D. & Simmons, L. W. (2022) Male alternative reproductive tactics and sperm competition: a meta-analysis"" Biological Reviews."
https://openalex.org/W4223897076,https://doi.org/10.3410/f.741765467.793592439,Faculty Opinions recommendation of Male alternative reproductive tactics and sperm competition: a meta-analysis.,2022,2022-04-03,Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature,Ingo Schlupp,0,False,,boolean_search,
https://openalex.org/W4250778542,https://doi.org/10.1007/978-3-319-24612-3_1269,Sperm Competition,2020,2020-01-01,,Tara DeLecce,0,False,,boolean_search,
https://openalex.org/W3190535125,https://doi.org/10.1098/rsbl.2021.0201,Black goby territorial males adjust their ejaculate's characteristics in response to the presence of sneakers,2021,2021-08-01,Biology Letters,Lisa Locatello; Oliviero Borgheresi; Federica Poli; Andrea Pilastro; Maria Berica Rasotto,2,True,https://www.ncbi.nlm.nih.gov/pmc/articles/8331225,boolean_search,"In many species, males can rapidly adjust their ejaculate performance in response to changing levels of sperm competition, an ability that is probably mediated by seminal fluid adaptive plasticity. In the black goby,Gobius niger, territorial males attach viscous ejaculate trails to the nest roof, from which sperm are slowly released into the water during the long-lasting spawning events. Sneaker males release their sperm in the vicinity of the nest, and territorial males try to keep them at a distance by patrolling their territory. We show here that territorial males' ejaculate trails released a higher proportion of their sperm in the presence of a single sneaker, but this proportion decreased when there were three sneakers, an effect that is most likely mediated by a change in the seminal fluid composition. Field observations showed that when multiple sneaking attempts occurred, territorial males spent more time outside the nest, suggesting that ejaculation rate and territory defence are traded-off. Altogether, these results suggest that the adjustment of sperm release from the ejaculate may be strategic, guaranteeing a more continuous concentration of the territorial male's sperm in the nest, although at a lower level, when he is engaged in prolonged territory defence outside the nest."
https://openalex.org/W2605546099,https://doi.org/10.1016/j.anbehav.2017.03.027,"Size-dependent ejaculation strategies and reproductive success in the yellow dung fly, Scathophaga stercoraria",2017,2017-04-23,Animal Behaviour,Brian E. Gress; Scott Pitnick,6,False,,boolean_search,
https://openalex.org/W4416227945,https://doi.org/10.1093/jeb/voaf139,"Ejaculate investment differs by population, but not wing morph or perceived sperm competition risk, in Pacific field crickets",2025,2025-11-14,Journal of Evolutionary Biology,Jessie C. Tanner; Justa L. Heinen‐Kay; Lili Hagg; Maxine Lovegrove; Marlene Zuk; Leigh W. Simmons,0,True,https://academic.oup.com/jeb/advance-article-pdf/doi/10.1093/jeb/voaf139/65289987/voaf139.pdf,boolean_search,"Conspicuous sexual signals are frequently under selection from conflicting sources, such as natural versus sexual selection and precopulatory versus postcopulatory sexual selection, which may act in the same or different directions. The Pacific field cricket (Teleogryllus oceanicus) is undergoing rapid evolutionary trait loss: mutations that render males obligately silent (the ""flatwing phenotype"") have become established on several islands of Hawai'i. Females strongly discriminate against silent males, yet flatwings do gain matings. In this study, we take advantage of this natural system to understand how investment in ejaculate quality under high and low perceived sperm competition risk (manipulated using acoustic cues) differs between wild type males and flatwings, which obligately adopt alternative reproductive tactics (ARTs). We replicated our study in two islands with different flatwing frequencies because female mating rate and therefore sperm competition risk is likely higher in O'ahu than Kaua'i. We measured testes mass and gene expression for three seminal fluid proteins (SFPs) that affect paternity success, sperm viability, and female propensity to remate. Compared to Kaua'i males, O'ahu males showed higher residual testes mass and expression of ToSfp011, which increases male sperm viability and paternity success, and reduces mate searching behaviour by females. We found no effect of immediate sperm competition risk or wing morph on any of the SFPs or testes mass. Differential SFP expression and residual testes mass in Hawaiian populations that likely differ in mating rate are compatible with the predictions of sperm competition theory."
https://openalex.org/W2966768617,https://doi.org/10.3389/fphys.2019.01035,Tactical Tentacles: New Insights on the Processes of Sexual Selection Among the Cephalopoda,2019,2019-08-21,Frontiers in Physiology,Peter Morse; Christine L. Huffard,30,True,https://www.frontiersin.org/articles/10.3389/fphys.2019.01035/pdf,boolean_search,"The cephalopods (Mollusca: Cephalopoda) are an exceptional class among the invertebrates, characterised by the advanced development of their conditional learning abilities, long-term memories, capacity for rapid colour change and extremely adaptable hydrostatic skeletons. These traits enable cephalopods to occupy diverse marine ecological niches, become successful predators, employ sophisticated predator avoidance behaviours and have complex intraspecific interactions. Where studied, observations of cephalopod mating systems have revealed detailed insights to the life histories and behavioural ecologies of these animals. The reproductive biology of cephalopods is typified by high levels of both male and female promiscuity, alternative mating tactics, long-term sperm storage prior to spawning, and the capacity for intricate visual displays and/or use of a distinct sensory ecology. This review summarises the current understanding of cephalopod reproductive biology, and where investigated, how both pre-copulatory behaviours and post-copulatory fertilisation patterns can influence the processes of sexual selection. Overall, it is concluded that sperm competition and possibly cryptic female choice are likely to be critical determinants of which individuals' alleles get transferred to subsequent generations in cephalopod mating systems. Additionally, it is emphasised that the optimisation of offspring quality and/or fertilisation bias to genetically compatible males are necessary drivers for the proliferation of polyandry observed among cephalopods, and potential methods for testing these hypotheses are proposed within the conclusion of this review. Further gaps within the current knowledge of how sexual selection operates in this group are also highlighted, in the hopes of prompting new directions for research of the distinctive mating systems in this unique lineage."
https://openalex.org/W2899005692,,Accessory glands and sperm competition,2017,2017-09-25,MacSphere (McMaster University),Jessica A. Miller,0,True,http://hdl.handle.net/11375/23453,boolean_search,"Sperm competition is a widely-recognized and powerful selective force. Male accessory glands are organs found across animal taxa that can influence sperm performance, and thus may be selected for in competitive contexts. In fishes, these organs are in fact rare, but display great diversity in form and function across species. Although the accessory gland is known to play a role in mate attraction, parental care, fertilization, or post-copulatory competition in a few select species, the role of this organ remains a mystery in most species. Many fishes with accessory glands also exhibit alternative reproductive tactics (ARTs), which add an extra layer of complexity to how species respond to sperm competition. Because males of different ARTs typically experience different levels of sperm competition risk, it’s possible they may differentially invest in accessory glands to overcome this competition. In this thesis, I used the plainfin midshipman fish (Porichthys notatus), a species with both ARTs and an accessory gland, to experimentally investigate the role of the accessory gland in sperm competition and uncover how this organ may differ between ARTs. Over a two-year period, I studied tactic-specific investment in the accessory gland in fish from the beaches of British Columbia. I also examined the effects of seminal fluid, produced in part by the accessory gland, on sperm performance and morphology. I found that males adopting the ‘guarder’ male tactic invested more in one region (the lobules) of this organ, while males adopting the smaller ‘sneaker’ male tactic invested more the other region of the gland (the nodes). Using data collected over five years, I found that guarder males also invested more in their whole accessory glands. Additionally, I report that sperm swam faster in the presence of seminal fluid, and seminal fluid increased sperm head size in both male tactics and increased midpiece size in guarder males. These results suggest that the plainfin midshipman accessory gland may have dual functions, one of which may be to aid sperm competitive ability through enhancements in swimming speed and potentially more successful sperm morphology. Taken together, the results of my thesis improve our knowledge of the role of non-sperm components like seminal fluid and the accessory gland in sperm competition, and demonstrate how species with ARTs can have varying physiological responses to such competition. Only a handful of studies have considered the effects of seminal fluid on sperm performance. By examining sperm competition in a more biologically relevant way and incorporating the effects of a little-studied organ that impacts sperm competition, we should be able to more generally and accurately appreciate the dynamics of post-copulatory competition and fertilization."
https://openalex.org/W2905586487,https://doi.org/10.1016/j.bpobgyn.2018.12.004,Fertility preservation in male patients with cancer,2018,2018-12-20,Best Practice & Research Clinical Obstetrics & Gynaecology,Shlomi Barak,33,False,,boolean_search,
https://openalex.org/W4232159265,https://doi.org/10.1007/978-3-319-19650-3_1943,Physiological Evidence for Human Sperm Competition,2021,2021-01-01,,Tara DeLecce,0,False,,boolean_search,
https://openalex.org/W4307918713,https://doi.org/10.1002/ece3.9463,Paternity sharing in insects with female competition for nuptial gifts,2022,2022-10-30,Ecology and Evolution,Jessica H. Browne; Darryl Gwynne,9,True,https://doi.org/10.1002/ece3.9463,boolean_search,"Male parental investment is expected to be associated with high confidence of paternity. Studies of species with exclusive male parental care have provided support for this hypothesis because mating typically co-occurs with each oviposition, allowing control over paternity and the allocation of care. However, in systems where males invest by feeding mates (typically arthropods), mating (and thus the investment) is separated from egg-laying, resulting in less control over insemination, as male ejaculates compete with rival sperm stored by females, and a greater risk of investing in unrelated offspring (cuckoldry). As strong selection on males to increase paternity would compromise the fitness of all a female's other mates that make costly nutrient contributions, paternity sharing (males not excluded from siring offspring) is an expected outcome of sperm competition. Using wild-caught females in an orthopteran and a dipteran species, in which sexually selected, ornamented females compete for male nuptial food gifts needed for successful reproduction, we examined paternity patterns and compared them with findings in other insects. We used microsatellite analysis of offspring (lifetime reproduction in the orthopteran) and stored sperm from wild-caught females in both study species. As predicted, there was evidence of shared paternity as few males failed to sire offspring. Further support for paternity sharing is the lack of last-male sperm precedence in our study species. Although paternity was not equal among sires, our estimates of paternity bias were similar to other insects with valuable nuptial gifts and contrasted with the finding that males are frequently excluded from siring offspring in species where males supply little more than sperm. This suggests paternity bias may be reduced in nuptial-gift systems and may help facilitate the evolution of these paternal investments."
https://openalex.org/W3126742790,https://doi.org/10.1111/rda.13912,Development of a RAPD marker‐based classification criterion for quality semen production in Holstein crossbred bulls,2021,2021-02-09,Reproduction in Domestic Animals,Shaziya Hussain; Rani Alex; Rafeeque R. Alyethodi; Shalini Sharma; Nitika Verma; A S SIROHI; Umesh Singh; Sushil Kumar; N. Chand; Gyanendra Singh Sengar; Ankur Sharma; Rachna Tyagi; Sarmesh Arya; Srikant Tyagi,2,False,,boolean_search,"In cattle production systems, an intense selection pressure for production traits has resulted in the decline of fertility traits. To optimize an efficient reproduction system, the inclusion of both male and female fertility traits in the selection process is very much essential. RAPD (Random Amplified Polymorphic DNA) was developed as a molecular biology tool and has been extensively used, to study intra- and interspecific genetic diversity. The present study was undertaken to utilize RAPD primers to investigate the association between DNA markers and semen quality traits viz. Sperm concentration, total sperm count ejaculate and initial sperm motility and thereby to identify good/poor semen producers. DNA isolated from the blood samples of healthy bulls was subjected to RAPD-PCR. The multiple regression analysis followed by independent t test was carried out to identify suitable markers. Based on the results, only 12 bands were identified as marker suitable for any of the quality trait. This includes, OPA2 ~ 760, OPA2 ~ 700, OPA6 ~ 1,200, OPA9 ~ 400, OPA9 ~ 380, OPA12 ~ 970, OPA14 ~ 715, OPA14 ~ 605, OPA16 ~ 485, OPA17 ~ 860 and OPA18 ~ 480. Multiple regression analysis selected, OPA2 ~ 760 and OPA2 ~ 1,750 for sperm concentration and OPA2 ~ 760, OPA2 ~ 700, OPA9 ~ 620, OPA4 ~ 670 and OPA18 ~ 1,015 for total sperm count/ejaculate. But the t test revealed a significant association between OPA2 ~ 760 and total sperm count. Further, discriminant function analysis also identified this marker in the first step itself. The results of the present study can be exploited as a low-cost alternative strategy for identification of good /poor semen producers in crossbred bulls at an early age."
https://openalex.org/W7125954176,https://doi.org/10.1111/1365-2435.70266,Warm waters undermine cryptic female choice,2026,2026-01-28,Functional Ecology,Matthew C. Kustra; Louise M. Alissa; Michaela M. Rogers; M. Molinari; Kelly A. Stiver; Susan Marsh‐Rollo; Jennifer K. Hellmann; Suzanne H. Alonzo,1,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2435.70266,boolean_search,"Abstract Understanding the thermal sensitivity of reproductive interactions is crucial given global warming. Previous studies have almost exclusively focused on interactions before mating, even though important interactions between the sexes also occur after mating (e.g. gamete interactions), which are likely also affected by temperature. Thus, it remains unknown how temperature affects the influence of female reproductive fluid on sperm performance, thereby altering female control over fertilization (cryptic female choice). This gap limits our understanding of how sexual selection changes with seasonal temperature fluctuations and temperatures outside the range of historical norms. We tested how temperatures relevant to current conditions and climate change projections influence the mechanisms underlying cryptic female choice in a marine fish, Symphodus ocellatus . Under typical, cooler thermal conditions, female reproductive fluid enhances sperm velocity and biases fertilization dynamics to favour preferred, dominant males over sneaker males. We find that warmer temperatures decrease female influence on sperm velocity, especially for dominant males. This results in dominant males having slower sperm than sneaker males at warmer temperatures, reducing the expected paternity of preferred, dominant males. Our results highlight that considering the thermal sensitivity of female–male interactions that occur after mating will be essential for understanding how seasonal variation and climate change can influence fertility, reproduction and sexual selection. Read the free Plain Language Summary for this article on the Journal blog."
https://openalex.org/W7160869853,https://doi.org/10.1007/s00227-026-04857-y,Size-advantage in nest-holding tactics in the dusky frillgoby Bathygobius fuscus males: mating success and parental care success but not fertilization success,2026,2026-05-11,Marine Biology,Shoma Kawase; Noriyosi Sato; Masaaki Yoshida; Takeshi Takegaki,1,False,,boolean_search,
https://openalex.org/W4409380001,https://doi.org/10.1111/1365-2656.70039,"Male reproductive tactics in house mice: Consistent individual differences, intrinsic factors and density effects",2025,2025-04-12,Journal of Animal Ecology,Fragkiskos Darmis; Alexandros Vezyrakis; Anja Guenther,9,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2656.70039,boolean_search,"Alternative reproductive tactics (ARTs) describe non-reversible or flexible alternative strategies that secure fertilization. For example, some male defend territories with females while others attempt sneaky matings. Often, ARTs are considered to be status-dependent and are explained by differences in mass or competitive ability. However, most studies on ARTs only approximate their fitness effect, ignore males that never reproduced and consider status (e.g. weight) as the sole mediator of ARTs. We used 244 male mice, Mus musculus domesticus, from semi-natural populations, to describe ARTs in Mus Musculus for the first time. We followed males throughout their life and categorized them as territorials or roamers over multiple monthly intervals, after validating our method of assigning tactics with detailed spatial data. We explored if tactic choice is repeatable, whether multiple social and/or intrinsic factors predict tactic choice and transitions between tactics, and tested for fitness and physiological differences between ARTs. Tactic choice was repeatable, but males switched flexibly between tactics. Tactic choice was associated with mass, age, the operational sex ratio and population size. Territorials had a higher probability of reproduction, but a lower gonadosomatic index. Our results reveal a personality component of ARTs, confirm equal mean fitness among tactics and suggest tactic choice as a multifaceted decision under various selective pressures."
